course_info,date,total_click
FFF_2014B,15,19421
FFF_2013J,25,28925
FFF_2013B,93,14025
FFF_2014J,186,10526
CCC_2014J,108,15035
BBB_2013J,-10,16150
BBB_2014J,18,10067
FFF_2013J,102,20412
FFF_2014J,16,42459
FFF_2013B,49,17451
EEE_2014J,143,11217
DDD_2013J,19,10345
BBB_2013J,2,19872
FFF_2014J,142,26239
FFF_2013B,37,23993
FFF_2013B,95,16050
CCC_2014J,5,20262
FFF_2014J,66,18380
CCC_2014B,29,10809
FFF_2014J,67,16299
FFF_2013B,-9,11077
FFF_2013J,143,23253
FFF_2013B,21,20386
EEE_2013J,158,22102
FFF_2013J,184,15835
FFF_2013B,202,10677
CCC_2014J,2,22395
FFF_2013J,38,28581
EEE_2013J,-11,11011
BBB_2014J,0,10524
FFF_2014J,13,26192
FFF_2014J,98,15357
FFF_2013B,137,16810
FFF_2013B,153,12217
BBB_2014J,1,10500
FFF_2013J,67,15383
EEE_2014J,166,16680
FFF_2013B,85,20463
DDD_2013B,3,12481
BBB_2014B,2,12010
FFF_2013B,24,28526
FFF_2013J,116,13888
FFF_2014J,153,13670
FFF_2014B,226,41598
BBB_2014J,4,10410
CCC_2014B,32,12874
FFF_2014B,156,11022
FFF_2014J,141,24261
DDD_2013J,228,10120
FFF_2014J,202,12144
FFF_2013B,122,15238
CCC_2014J,207,12038
BBB_2014J,151,14053
BBB_2013J,51,10079
FFF_2013B,55,13215
FFF_2014J,120,14681
FFF_2013B,53,15352
CCC_2014J,210,11939
FFF_2014J,230,19500
EEE_2014J,18,21311
FFF_2014B,43,12493
BBB_2014J,108,11300
BBB_2013B,17,14735
FFF_2014J,61,18581
FFF_2014B,141,11500
FFF_2013B,185,15347
BBB_2014J,-8,10817
FFF_2014B,129,18040
FFF_2014B,6,17753
FFF_2013B,52,17446
EEE_2013J,143,10345
FFF_2014J,137,18276
EEE_2014J,11,11262
FFF_2013J,39,28585
DDD_2014J,16,11447
EEE_2013J,148,10184
CCC_2014J,12,22264
FFF_2013B,19,32570
FFF_2014J,196,14180
FFF_2014J,195,12159
FFF_2013B,92,11870
FFF_2013B,159,13889
FFF_2013J,71,13024
EEE_2013J,3,12680
DDD_2014J,9,11486
DDD_2013J,31,11927
FFF_2014B,51,28424
FFF_2013J,212,25031
FFF_2013J,105,14010
BBB_2013B,2,21256
FFF_2014B,27,12787
DDD_2013J,129,10955
FFF_2014J,-18,26946
FFF_2013J,172,30392
FFF_2014J,64,16236
FFF_2014B,39,12409
DDD_2014B,24,12591
FFF_2014B,137,11419
FFF_2014J,92,31735
BBB_2014J,233,11447
FFF_2013B,40,19634
FFF_2013B,162,17900
DDD_2013B,8,10102
FFF_2013B,132,10637
DDD_2013J,-18,21611
EEE_2014J,8,11449
DDD_2013J,30,11929
FFF_2014B,96,12708
FFF_2013J,113,15851
FFF_2013J,124,15508
FFF_2013B,204,14569
FFF_2013J,-12,11526
FFF_2014B,149,13103
BBB_2013J,4,11490
FFF_2014B,5,19645
FFF_2013J,230,18385
FFF_2014J,39,23167
BBB_2013J,241,12353
FFF_2014J,215,19761
DDD_2013J,24,20314
FFF_2014J,27,19457
FFF_2013B,74,14518
FFF_2013B,128,25131
DDD_2014J,18,11196
FFF_2013J,142,23181
FFF_2014B,67,11592
FFF_2013J,192,11388
CCC_2014J,0,16563
FFF_2013J,157,18613
CCC_2014B,9,15766
DDD_2013J,6,10712
DDD_2013J,18,12388
EEE_2014J,163,23052
BBB_2013J,30,12635
FFF_2013B,87,24370
CCC_2014J,227,11565
CCC_2014J,137,12295
CCC_2014B,2,15966
EEE_2013J,156,20274
FFF_2014J,71,11977
FFF_2014J,241,49712
FFF_2014J,108,19053
FFF_2013J,122,15641
FFF_2014J,238,39599
FFF_2014J,193,14367
DDD_2013J,0,12929
CCC_2014J,209,10051
EEE_2014J,30,12871
FFF_2013B,192,12954
FFF_2014J,181,10631
FFF_2013B,32,22037
FFF_2014J,50,35174
FFF_2013B,131,21014
BBB_2013J,15,11091
EEE_2014J,17,19405
FFF_2013B,177,13441
CCC_2014J,60,12593
FFF_2013J,168,14220
FFF_2014J,237,33482
FFF_2014J,131,18337
