course_info,date,total_click
DDD_2014B,14,7218
DDD_2014J,46,6721
BBB_2013J,65,6019
DDD_2014J,157,3287
AAA_2013J,110,2175
CCC_2014B,78,2769
BBB_2013J,197,1935
FFF_2013B,209,11877
BBB_2013J,124,4193
GGG_2013J,117,1818
DDD_2013J,68,3080
FFF_2014J,216,15122
AAA_2013J,8,5317
EEE_2013J,180,2603
DDD_2014J,112,4692
DDD_2013J,64,3209
EEE_2014J,214,4520
BBB_2013B,120,3822
AAA_2014J,223,1634
FFF_2013J,40,25831
GGG_2014J,194,2418
BBB_2013J,240,8682
BBB_2013J,196,1848
DDD_2014J,7,8029
FFF_2014B,40,11911
GGG_2014J,216,1745
BBB_2013J,145,3438
FFF_2013B,96,15387
GGG_2014B,201,1711
BBB_2013B,110,4019
DDD_2014B,151,3065
DDD_2014J,158,3349
BBB_2014B,149,5799
EEE_2013J,208,1774
BBB_2013B,103,4249
CCC_2014B,215,6815
GGG_2013J,115,1911
EEE_2014B,137,6443
EEE_2014J,14,10757
EEE_2014B,225,3712
EEE_2014J,235,3905
BBB_2014J,103,7732
GGG_2013J,120,1763
CCC_2014J,-9,6066
DDD_2014J,165,3149
EEE_2013J,101,5081
DDD_2014B,193,1734
EEE_2013J,200,2071
CCC_2014B,-4,5388
AAA_2013J,51,3935
AAA_2013J,1,5483
GGG_2014B,184,2261
FFF_2013J,146,14377
EEE_2013J,60,6403
GGG_2014B,185,2234
FFF_2013B,-6,10388
BBB_2013B,84,4858
AAA_2013J,120,1801
BBB_2013J,132,3874
DDD_2013J,17,12904
FFF_2013J,79,8255
CCC_2014J,54,12274
EEE_2013J,212,1682
FFF_2014J,25,29291
CCC_2014B,-2,5309
GGG_2013J,101,2377
FFF_2013J,110,15511
GGG_2013J,96,2534
GGG_2014J,197,2378
AAA_2013J,107,2186
FFF_2014J,40,20643
BBB_2013J,195,1935
DDD_2014J,178,2714
DDD_2014J,187,2777
FFF_2014B,79,10518
DDD_2013J,56,3858
BBB_2013J,189,2007
DDD_2013J,78,3183
DDD_2014J,159,3649
CCC_2014J,58,11745
DDD_2014B,73,5797
DDD_2014B,143,3627
BBB_2013B,143,2943
FFF_2013J,0,35087
FFF_2013J,162,13680
DDD_2014J,186,2822
EEE_2014J,225,4289
DDD_2014J,148,4005
GGG_2014B,166,2357
AAA_2013J,108,2309
DDD_2013B,17,12776
EEE_2014J,-8,3311
CCC_2014J,201,7297
FFF_2014B,107,9681
AAA_2013J,132,1615
FFF_2014J,147,17144
BBB_2014J,178,5354
DDD_2014J,33,7520
EEE_2014J,12,10937
DDD_2013B,2,13183
DDD_2013J,62,3635
FFF_2014B,28,12122
DDD_2014B,137,3784
FFF_2014B,159,8057
GGG_2014B,181,1913
AAA_2013J,140,1374
EEE_2014J,-16,3604
GGG_2014B,128,3557
CCC_2014J,199,7331
FFF_2013J,194,12721
DDD_2014B,21,7400
EEE_2013J,234,9257
FFF_2014B,127,17269
FFF_2014B,101,9882
DDD_2013J,81,3061
DDD_2014J,151,3868
BBB_2013J,41,6649
CCC_2014J,243,5960
DDD_2014J,29,7651
DDD_2014J,240,9299
BBB_2013J,136,3706
EEE_2013J,215,1647
DDD_2014J,52,7025
FFF_2013B,34,17193
DDD_2014J,114,5101
BBB_2013B,175,1867
DDD_2014B,30,7208
DDD_2014B,132,4046
EEE_2013J,109,4984
EEE_2013J,174,2966
AAA_2013J,113,2117
BBB_2013B,144,2839
BBB_2013J,114,4272
FFF_2014B,108,9695
BBB_2013J,135,3629
BBB_2014J,171,5500
DDD_2013J,136,9646
BBB_2013J,22,7150
EEE_2014J,-6,3365
DDD_2014B,0,8106
DDD_2013B,50,11769
DDD_2014J,203,2315
CCC_2014B,217,6346
DDD_2014J,170,3329
EEE_2013J,182,2746
CCC_2014B,79,2418
EEE_2013J,112,4910
AAA_2013J,133,1498
FFF_2014B,134,8920
EEE_2013J,0,8369
AAA_2013J,147,1079
FFF_2013J,156,22142
FFF_2014J,79,11122
CCC_2014J,213,31649
FFF_2013B,211,19706
DDD_2014J,15,7981
CCC_2014J,78,3068
BBB_2013J,49,6213
BBB_2013J,59,5903
DDD_2014B,74,5652
EEE_2014B,128,6930
CCC_2014B,-9,5265
BBB_2014J,159,5794
EEE_2013J,87,5727
FFF_2013J,86,15882
DDD_2014B,154,3164
GGG_2013J,95,2204
DDD_2013B,57,3214
BBB_2013J,24,7010
BBB_2014J,43,9398
BBB_2014J,179,5176
BBB_2014J,123,6927
DDD_2013B,114,9629
EEE_2013J,236,1092
BBB_2013B,125,3379
GGG_2013J,99,2099
AAA_2013J,139,1523
DDD_2014J,189,2555
CCC_2014J,62,11724
FFF_2014B,34,11815
FFF_2013B,43,24942
BBB_2013B,130,3232
BBB_2013B,168,2064
GGG_2014B,144,3191
EEE_2013J,201,2220
AAA_2013J,10,5532
AAA_2013J,146,1289
FFF_2014B,122,9102
DDD_2013J,215,6982
DDD_2014J,3,16520
GGG_2013J,227,6347
EEE_2013J,176,2977
EEE_2014J,5,11258
AAA_2013J,137,1492
BBB_2013B,174,1770
DDD_2014J,197,2407
BBB_2013B,137,2930
AAA_2014J,232,1533
BBB_2013B,78,4757
GGG_2014B,163,2637
FFF_2013J,72,16406
GGG_2014J,150,3542
DDD_2014J,164,3445
AAA_2014J,222,1819
EEE_2013J,31,15705
AAA_2013J,125,1846
FFF_2013J,140,14292
AAA_2014J,224,1760
BBB_2014J,215,4009
AAA_2013J,134,1574
BBB_2013J,36,6582
FFF_2014B,167,7732
BBB_2014J,225,3695
EEE_2014J,226,4497
DDD_2014B,18,7413
GGG_2013J,108,1886
GGG_2013J,109,1854
CCC_2014J,76,3166
FFF_2014J,78,11010
FFF_2014J,177,16160
BBB_2013B,109,3828
GGG_2013J,114,1715
EEE_2014J,213,4880
FFF_2014B,102,9786
CCC_2014J,224,6754
DDD_2014J,138,4217
EEE_2013J,45,7112
EEE_2014B,16,10485
FFF_2014J,106,18337
BBB_2013B,127,3287
FFF_2014B,123,9131
CCC_2014B,202,6920
FFF_2014B,-10,5059
FFF_2013J,16,50926
BBB_2013B,60,5363
BBB_2013J,90,5843
BBB_2014B,218,4349
FFF_2013J,73,16161
DDD_2014J,22,8137
BBB_2013B,172,2807
BBB_2014B,81,8599
CCC_2014J,242,5786
GGG_2014J,200,2567
BBB_2014B,-2,2982
BBB_2013J,6,8452
DDD_2014J,129,4825
EEE_2013J,100,4420
GGG_2014B,197,2161
FFF_2014J,88,10497
GGG_2013J,228,6925
EEE_2014J,220,3669
FFF_2013J,155,21824
FFF_2013B,133,13809
FFF_2013J,-10,10554
FFF_2013B,193,11948
FFF_2013B,30,25190
BBB_2013J,173,3302
AAA_2014J,225,1959
CCC_2014J,26,12457
FFF_2013J,201,12226
BBB_2014J,186,5884
DDD_2014J,136,4573
DDD_2013B,64,3322
FFF_2013B,126,14042
CCC_2014B,194,6738
EEE_2013J,162,2533
GGG_2013J,124,1984
BBB_2014B,191,5228
AAA_2014J,220,2102
BBB_2014J,73,1201
FFF_2014B,55,11049
BBB_2014J,99,8599
DDD_2014J,202,2542
AAA_2013J,12,5583
BBB_2014J,37,10515
FFF_2014B,-15,5021
AAA_2013J,131,1895
AAA_2013J,53,4311
FFF_2013B,163,21099
BBB_2014J,219,4759
GGG_2014J,-14,1065
AAA_2013J,138,1588
GGG_2013J,87,3148
BBB_2013B,135,3887
BBB_2014J,138,7276
BBB_2014J,194,5540
EEE_2014J,221,3715
CCC_2014B,-1,4694
FFF_2013B,195,11934
DDD_2014J,184,3183
BBB_2013J,224,1630
BBB_2013B,101,4949
BBB_2013B,196,2005
BBB_2013J,184,2877
BBB_2014J,187,5761
DDD_2013J,128,10160
AAA_2014J,212,2257
FFF_2014B,-18,13344
GGG_2014B,198,2195
BBB_2014J,131,7508
BBB_2014J,-5,11726
FFF_2013B,134,13868
BBB_2013B,18,15733
FFF_2014B,19,20409
GGG_2013J,107,2556
CCC_2014B,227,22173
DDD_2014J,244,1300
GGG_2013J,88,3152
BBB_2013B,165,2991
AAA_2013J,127,1965
EEE_2013J,-4,7741
EEE_2014B,-14,2333
FFF_2013J,60,16655
BBB_2013J,98,5566
DDD_2013B,55,3669
EEE_2013J,175,2194
FFF_2013B,220,43986
EEE_2014J,140,6247
CCC_2014J,-13,5524
GGG_2014J,-15,1144
GGG_2014J,217,2144
GGG_2014J,223,1956
DDD_2013B,19,12992
DDD_2014B,155,3558
GGG_2014J,199,2704
EEE_2014J,201,4348
FFF_2014B,9,20725
CCC_2014B,-3,4706
EEE_2014B,136,5920
BBB_2013B,173,2634
EEE_2014J,4,10512
EEE_2014J,1,10599
AAA_2013J,121,2314
EEE_2014J,156,13985
BBB_2013B,-8,8255
AAA_2014J,229,1917
GGG_2014B,200,2192
FFF_2013B,179,12262
DDD_2014J,171,3418
FFF_2014B,154,7819
BBB_2014J,133,7378
DDD_2014B,230,1077
FFF_2014B,91,9765
FFF_2014J,69,10981
BBB_2013J,122,4754
BBB_2013J,121,4788
CCC_2014J,-8,5447
DDD_2014B,10,7854
BBB_2014J,39,10300
BBB_2013J,187,2738
DDD_2014B,202,1905
DDD_2014B,50,6618
BBB_2013B,55,6337
BBB_2013B,41,6765
BBB_2013B,129,4038
DDD_2013J,130,9870
DDD_2014B,204,1855
GGG_2014B,142,4023
BBB_2013J,0,8548
FFF_2014J,96,18327
BBB_2014J,9,11248
BBB_2014B,150,6373
GGG_2014J,207,2516
BBB_2014J,190,5647
BBB_2014B,-1,2875
GGG_2014B,194,2419
CCC_2014J,80,2697
BBB_2013B,81,5544
BBB_2014B,192,4963
FFF_2014J,34,20295
BBB_2013B,114,4399
FFF_2013B,100,14757
GGG_2014J,222,2071
EEE_2014B,147,5629
FFF_2013B,101,14719
BBB_2013B,74,5648
BBB_2014J,38,10245
BBB_2013J,40,7225
BBB_2013B,107,4644
EEE_2014B,-10,2294
DDD_2014B,117,4644
BBB_2014J,211,4898
DDD_2014B,130,4200
EEE_2013J,57,5986
AAA_2014J,233,1782
AAA_2014J,243,1470
BBB_2014J,130,7424
CCC_2014B,70,2588
GGG_2014B,203,2191
BBB_2014J,128,7498
FFF_2014J,15,37280
FFF_2014J,213,22952
DDD_2014B,203,1957
FFF_2014J,165,16252
BBB_2014B,-7,2993
DDD_2014B,149,3620
EEE_2013J,126,3825
BBB_2014J,165,6356
CCC_2014J,-14,5279
DDD_2013J,98,3068
DDD_2014B,114,5045
DDD_2014J,27,8247
DDD_2014B,195,2535
BBB_2013B,169,2629
EEE_2013J,209,1306
BBB_2013B,167,2693
CCC_2014J,113,9539
BBB_2014J,170,6081
FFF_2014B,202,6187
BBB_2013B,136,3665
GGG_2014J,192,2555
BBB_2013B,29,6984
BBB_2013J,154,3607
BBB_2013J,190,2502
BBB_2013J,186,2629
BBB_2013B,142,3482
AAA_2013J,136,1956
BBB_2013B,154,3111
EEE_2013J,-3,7864
FFF_2013J,24,33818
BBB_2014J,207,4968
EEE_2014J,222,3916
BBB_2013B,146,3380
BBB_2013B,153,3164
DDD_2014B,194,2539
DDD_2014J,150,4408
EEE_2014B,17,9760
FFF_2013B,115,14129
FFF_2014B,116,8880
DDD_2014B,142,4142
FFF_2014J,116,17604
AAA_2014J,235,1891
FFF_2014B,121,8752
BBB_2014J,101,8267
DDD_2014J,-7,9288
FFF_2013J,130,38763
CCC_2014B,61,10600
DDD_2014J,163,4008
DDD_2013J,66,4039
BBB_2013B,27,7087
FFF_2013B,72,15472
BBB_2013B,12,7436
DDD_2013B,92,2816
DDD_2014B,197,2538
FFF_2014B,-7,4545
BBB_2014B,116,7189
AAA_2013J,145,1622
FFF_2014B,68,10410
EEE_2013J,37,6705
BBB_2013J,143,3888
EEE_2013J,168,2637
FFF_2013B,4,25794
FFF_2014B,146,7985
GGG_2014J,206,2183
CCC_2014J,33,12073
FFF_2013J,217,19690
GGG_2014J,215,1908
EEE_2014B,-12,2493
DDD_2013J,53,12736
BBB_2013B,176,2364
DDD_2013J,16,13887
EEE_2013J,152,11316
EEE_2013J,211,1289
FFF_2014J,-5,13185
GGG_2013J,93,2726
GGG_2013J,125,1736
EEE_2013J,203,1592
BBB_2013J,89,5585
DDD_2014J,243,1583
EEE_2014J,147,6307
AAA_2013J,122,2373
EEE_2014B,130,6327
GGG_2014B,164,3009
DDD_2013B,151,9139
FFF_2013J,7,26232
FFF_2014J,217,22729
DDD_2013B,67,3575
CCC_2014J,120,9332
BBB_2013J,1,8332
DDD_2013J,-12,6526
DDD_2013J,121,10600
EEE_2014B,-13,2551
DDD_2013J,220,7520
DDD_2014J,238,9939
FFF_2014J,103,18048
BBB_2014J,213,4742
EEE_2013J,217,1135
GGG_2013J,84,3044
CCC_2014J,-12,5346
CCC_2014J,20,12550
FFF_2014B,73,10059
GGG_2014B,210,1614
AAA_2014J,-7,1316
BBB_2013B,75,5418
AAA_2013J,144,1850
BBB_2014J,221,4372
DDD_2014B,201,2214
FFF_2014J,139,16724
BBB_2013J,150,3606
BBB_2013B,3,15853
CCC_2014J,84,2363
FFF_2014B,125,8442
EEE_2013J,102,4746
BBB_2013B,145,3265
DDD_2014J,44,7610
DDD_2014J,59,7143
AAA_2014J,215,2609
DDD_2013J,91,3177
DDD_2014B,17,7945
DDD_2014J,135,4778
BBB_2013J,20,7649
GGG_2013J,140,1335
BBB_2013J,168,3062
BBB_2013J,126,4375
DDD_2013J,-11,6289
CCC_2014B,71,2233
EEE_2013J,110,4540
DDD_2014J,185,3194
EEE_2014J,230,3792
FFF_2013J,149,21647
CCC_2014J,22,12442
CCC_2014J,218,6366
EEE_2013J,122,12349
DDD_2014J,26,8135
DDD_2013J,4,14037
FFF_2013B,73,15320
DDD_2013J,57,4190
BBB_2013B,96,4826
GGG_2014B,178,2658
DDD_2013J,10,13840
DDD_2014J,166,3789
FFF_2013B,82,15065
FFF_2014B,21,19929
AAA_2013J,9,5973
BBB_2013J,194,2169
DDD_2014B,217,1792
EEE_2013J,207,1562
FFF_2014J,51,44090
FFF_2014B,227,29939
BBB_2013J,185,2458
GGG_2014B,195,2149
AAA_2014J,242,1734
DDD_2014J,137,4768
BBB_2014J,16,10681
GGG_2014B,189,2344
CCC_2014J,144,49710
CCC_2014J,70,2855
BBB_2014J,164,6102
DDD_2014J,156,4193
FFF_2014J,228,22206
GGG_2013J,85,3103
DDD_2013B,70,3382
FFF_2014J,212,22705
GGG_2013J,89,2981
AAA_2013J,148,1656
AAA_2014J,227,2182
DDD_2014B,131,4467
FFF_2013J,191,12191
GGG_2014B,193,2230
DDD_2013J,165,9089
FFF_2014J,102,17960
EEE_2013J,204,1686
FFF_2013B,28,16766
DDD_2013J,105,2759
BBB_2013J,109,4835
AAA_2013J,114,2753
FFF_2014J,170,15861
AAA_2014J,-21,1728
GGG_2014J,211,2194
DDD_2013J,67,3929
EEE_2013J,198,1865
FFF_2013J,26,25545
BBB_2013B,73,5468
BBB_2013B,162,2703
AAA_2014J,228,2175
EEE_2014B,-17,2803
EEE_2014B,-11,2608
FFF_2014B,182,6786
FFF_2013J,51,24757
GGG_2014J,210,2238
AAA_2014J,-14,1493
CCC_2014J,221,7977
BBB_2013B,65,4573
FFF_2014J,113,19447
DDD_2014B,136,4624
FFF_2013J,104,16734
EEE_2014J,123,6180
DDD_2013J,61,4468
FFF_2013B,84,16844
BBB_2013B,106,3322
AAA_2013J,135,2236
GGG_2014J,-9,1367
DDD_2013B,150,9423
EEE_2014B,131,5413
AAA_2013J,154,1651
BBB_2013J,26,6305
DDD_2013J,90,3582
DDD_2013B,58,4069
DDD_2013B,88,3139
BBB_2013B,92,3760
AAA_2013J,124,2592
GGG_2014J,218,2537
CCC_2014B,87,3420
DDD_2014B,19,8217
FFF_2014B,-16,6582
GGG_2014J,219,2507
CCC_2014B,81,3585
DDD_2014J,201,3077
FFF_2014J,152,18269
CCC_2014B,90,3304
DDD_2014B,210,2300
EEE_2013J,6,6866
DDD_2014J,-21,1759
DDD_2013B,61,3933
BBB_2014B,215,2943
DDD_2013B,98,2784
FFF_2013B,97,8281
AAA_2013J,150,1806
DDD_2013J,219,7749
AAA_2014J,219,2647
DDD_2014J,12,8955
EEE_2014B,15,9037
DDD_2013J,54,4664
FFF_2014B,163,9232
AAA_2014J,-13,1655
BBB_2014J,208,3677
BBB_2013B,111,3205
EEE_2014J,200,3862
AAA_2014J,214,2716
BBB_2013J,48,5546
GGG_2014B,211,2287
AAA_2014J,-12,1535
AAA_2014J,234,2101
FFF_2013J,204,13700
FFF_2013J,225,21239
BBB_2014J,139,5705
FFF_2013B,79,17066
CCC_2014J,86,4031
FFF_2013B,144,15079
GGG_2014B,204,2518
EEE_2013J,-10,7380
FFF_2013B,172,14205
BBB_2014J,210,3524
GGG_2013J,121,2624
CCC_2014B,41,4914
DDD_2013J,79,3985
BBB_2014J,209,3556
FFF_2014J,118,11161
CCC_2014B,204,8046
BBB_2013B,21,5909
AAA_2014J,226,2376
FFF_2014J,89,12085
AAA_2013J,141,2038
CCC_2014J,155,10047
BBB_2014B,3,9452
FFF_2013B,123,15737
FFF_2013J,228,21172
GGG_2014B,199,2705
CCC_2014B,92,3294
FFF_2014J,52,29606
FFF_2014J,125,10988
CCC_2014B,67,36841
FFF_2013J,147,15520
CCC_2014B,203,8050
BBB_2014J,174,4662
EEE_2013J,21,6443
FFF_2013B,151,14883
AAA_2013J,129,2404
EEE_2014J,-14,2311
FFF_2014J,53,21397
FFF_2014J,111,11408
EEE_2014B,116,6027
AAA_2013J,142,2166
FFF_2014B,-12,6299
AAA_2013J,128,2604
FFF_2014J,90,20032
BBB_2013J,35,5887
EEE_2014B,134,5459
BBB_2013B,-3,6569
FFF_2013J,153,15106
CCC_2014J,72,4523
DDD_2014B,205,2362
EEE_2013J,-5,7280
CCC_2014B,216,7733
EEE_2014B,-15,1871
FFF_2013B,113,7644
EEE_2014J,212,3526
FFF_2013B,169,14099
AAA_2013J,175,1137
BBB_2013B,99,3428
DDD_2014B,207,2261
GGG_2013J,126,2544
EEE_2014J,215,3488
BBB_2014J,188,4154
BBB_2014B,221,2627
DDD_2013J,92,3348
GGG_2014J,-6,1433
FFF_2013J,59,18028
GGG_2013J,132,2374
DDD_2014B,209,2213
CCC_2014J,139,10603
BBB_2014B,199,3329
DDD_2014J,32,8197
DDD_2014B,135,4504
BBB_2013B,4,14584
BBB_2014J,140,5660
EEE_2013J,-1,7186
GGG_2013J,141,2106
BBB_2013J,147,2348
BBB_2014J,169,4642
DDD_2013J,-10,6611
CCC_2014J,65,29381
AAA_2013J,149,1893
EEE_2013J,30,14468
FFF_2014B,80,11694
DDD_2013B,54,4113
DDD_2014B,216,2073
EEE_2014J,23,9462
EEE_2014J,218,3417
BBB_2013J,72,4685
FFF_2014B,203,7902
AAA_2013J,130,2465
GGG_2014B,190,3088
GGG_2014J,-5,1444
GGG_2014J,220,2661
GGG_2014B,208,2533
DDD_2014J,149,4624
AAA_2014J,-20,1942
CCC_2014J,66,37517
DDD_2013B,105,2526
BBB_2014J,177,4445
FFF_2013J,78,9338
BBB_2013B,61,4553
FFF_2014J,99,19834
CCC_2014J,240,40293
FFF_2013B,94,16524
FFF_2014B,65,12205
AAA_2014J,230,2379
CCC_2014B,105,3022
FFF_2014J,145,18417
CCC_2014J,3,22674
AAA_2013J,143,2266
GGG_2014J,190,3124
BBB_2013J,139,2540
DDD_2013B,104,2884
CCC_2014J,223,7653
GGG_2014B,165,3403
CCC_2014J,17,46812
FFF_2014B,59,12148
CCC_2014J,145,10061
DDD_2014J,24,8869
GGG_2014B,209,2043
AAA_2013J,123,2867
EEE_2013J,61,5371
EEE_2014J,134,6084
AAA_2014J,-8,1710
AAA_2013J,11,6336
BBB_2014J,223,2916
EEE_2014J,198,4096
DDD_2013B,41,4863
DDD_2014B,124,5258
FFF_2013J,46,42867
GGG_2014J,-11,1181
EEE_2013J,195,1204
EEE_2013J,196,1173
EEE_2014J,157,13612
GGG_2013J,86,3398
BBB_2014J,102,6690
BBB_2013J,242,7565
DDD_2014J,8,9316
DDD_2013J,99,3524
AAA_2013J,151,2048
EEE_2014B,-16,2080
EEE_2014J,67,16395
DDD_2014B,208,2609
BBB_2013B,159,9637
FFF_2013J,236,45182
DDD_2014B,122,5299
EEE_2014J,124,6422
FFF_2013J,-1,27977
DDD_2014B,1,9038
BBB_2013J,117,3271
DDD_2013J,135,10607
DDD_2014B,206,2688
EEE_2014B,129,5757
BBB_2014B,190,3360
FFF_2013B,17,43319
DDD_2013B,115,10805
DDD_2013B,-15,6649
DDD_2014J,190,3773
GGG_2014J,-10,1194
BBB_2013B,76,3925
DDD_2013J,207,8452
EEE_2013J,27,6498
CCC_2014B,101,10997
CCC_2014J,135,10450
DDD_2013B,149,9773
DDD_2013B,99,3132
CCC_2014B,91,3110
EEE_2013J,48,5830
DDD_2013B,71,3985
AAA_2014J,213,2996
AAA_2014J,-17,1939
EEE_2013J,111,3872
FFF_2013J,92,25144
EEE_2013J,20,6751
BBB_2013B,66,4257
EEE_2014J,13,9945
BBB_2013J,166,9863
CCC_2014B,214,7459
DDD_2014B,214,2487
GGG_2014B,192,2662
BBB_2014B,115,5723
CCC_2014J,74,4116
DDD_2014J,2,17775
FFF_2013J,185,14088
BBB_2014B,208,2851
DDD_2014J,6,9461
FFF_2014J,130,18745
BBB_2014J,98,6761
EEE_2013J,197,1249
GGG_2014J,-7,1150
BBB_2013J,140,2495
DDD_2013B,60,4294
CCC_2014J,234,15521
EEE_2013J,149,10919
FFF_2014J,20,30354
BBB_2014B,114,5769
FFF_2014J,2,47077
BBB_2014J,217,2959
BBB_2014J,237,10530
EEE_2013J,121,11843
DDD_2013B,84,3376
AAA_2014J,236,2490
CCC_2014J,136,10478
EEE_2013J,161,2409
EEE_2013J,125,3519
DDD_2013B,59,4154
BBB_2014B,117,5575
BBB_2013B,71,4026
DDD_2013J,123,10880
EEE_2014B,146,5330
EEE_2013J,38,6199
EEE_2014J,51,8774
BBB_2014B,10,8897
FFF_2013J,69,9253
FFF_2013J,167,14438
DDD_2013J,97,3456
GGG_2014J,191,3258
FFF_2013B,171,13800
DDD_2013J,163,9594
CCC_2014B,73,3692
EEE_2014B,138,5619
BBB_2013B,133,2142
DDD_2013J,-16,6965
DDD_2013B,89,3204
FFF_2014J,75,12079
FFF_2014J,115,19024
DDD_2014B,215,2281
EEE_2014J,121,6635
DDD_2014J,-1,9479
BBB_2013J,104,3427
FFF_2013B,196,13065
EEE_2013J,106,4179
FFF_2014B,58,12126
BBB_2014B,37,7970
GGG_2013J,139,1921
BBB_2013J,28,5778
DDD_2014B,211,2491
FFF_2013J,139,15331
DDD_2014B,129,5022
BBB_2013B,69,4014
BBB_2014B,82,6584
BBB_2014J,46,8203
DDD_2013B,93,3163
EEE_2014J,-7,2461
FFF_2014J,163,17587
AAA_2013J,116,3147
FFF_2014B,180,8362
GGG_2013J,122,2459
FFF_2014J,239,56164
GGG_2014J,224,2277
BBB_2013B,-6,6354
DDD_2013J,55,4859
FFF_2013B,-1,19182
FFF_2014J,149,26190
DDD_2013B,90,3271
BBB_2013B,126,2264
CCC_2014J,211,16393
AAA_2013J,159,1824
AAA_2013J,160,1793
AAA_2013J,115,3189
EEE_2013J,-2,7506
EEE_2014J,-12,2661
AAA_2014J,-15,2040
DDD_2014J,210,2993
FFF_2014J,30,29925
BBB_2013B,67,4098
DDD_2014B,35,7915
FFF_2014J,233,31829
GGG_2013J,133,2142
BBB_2014J,5,9507
GGG_2014B,216,2046
DDD_2013J,65,4503
DDD_2014B,123,5179
DDD_2014B,4,8889
DDD_2013B,85,3402
CCC_2014J,215,8052
CCC_2014B,85,3382
AAA_2013J,117,3156
BBB_2014B,195,3134
FFF_2014J,-15,6742
GGG_2014B,207,2342
CCC_2014J,59,12885
FFF_2013J,83,8915
GGG_2013J,160,1839
BBB_2013J,115,4040
FFF_2014J,198,32684
EEE_2013J,39,5298
BBB_2014J,89,7835
EEE_2014B,221,2123
GGG_2013J,181,1196
EEE_2014J,170,4210
GGG_2013J,144,2350
BBB_2013J,107,4308
CCC_2014B,80,3122
GGG_2014B,191,3370
AAA_2014J,-16,2214
BBB_2013J,148,3039
DDD_2013B,91,3565
FFF_2013J,207,13052
DDD_2014J,60,8008
CCC_2014B,100,10700
GGG_2014J,14,1172
AAA_2013J,182,1298
BBB_2013J,29,6733
DDD_2014J,211,3321
BBB_2013B,119,3438
DDD_2013B,-7,6549
BBB_2013J,-10,16150
BBB_2014J,18,10067
FFF_2014B,138,9481
BBB_2013J,60,5790
BBB_2013J,42,6343
CCC_2014B,72,3358
FFF_2013B,49,17451
DDD_2013J,89,4079
BBB_2013B,93,4269
AAA_2013J,189,1108
FFF_2014J,142,26239
GGG_2014J,-3,1725
